보고서,영역,섹션,필드값,대응_지표#,GOLD_매핑,매핑근거,매핑교정,종전_매핑,앵커_팩트,앵커_경합,앵커_강제,조립가능도,판정_근거(실측)
마케팅,마케팅 보고서,4. 전환회원 특성,법인명,공114,DIM_ORG.CORP,필드인벤토리·별칭등록부,,,FACT_MEMBER_EVENT,,FACT_MEMBER_MONTHLY → FACT_MEMBER_EVENT,값없음,"🔁 **앵커 강제 교체**(FACT_MEMBER_MONTHLY → FACT_MEMBER_EVENT) — [O136 착수표 ⑰] 전환회원 특성 섹션은 개발구분 5종 및 전환 사건 시점의 속성을 분석하므로 회원×월 요약(`FACT_MEMBER_MONTHLY`)이 아닌 사건 팩트 `FACT_MEMBER_EVENT` 가 정본 앵커다. ▸ `DIM_ORG.CORP` 전건 NULL (1,315행)"
마케팅,마케팅 보고서,4. 전환회원 특성,후원사업(2)명,,DIM_MEMBER_ACQUISITION.ACQ_SPONSORSHIP_NAME,교정등록부(OPENED_O45),OPENED_O45,DIM_MEMBER_ACQUISITION.ACQ_SPONSORSHIP_NAME,FACT_MEMBER_EVENT,,FACT_MEMBER_MONTHLY → FACT_MEMBER_EVENT,조립가능,🔁 **앵커 강제 교체**(FACT_MEMBER_MONTHLY → FACT_MEMBER_EVENT) — [O136 착수표 ⑰] 전환회원 특성 섹션은 개발구분 5종 및 전환 사건 시점의 속성을 분석하므로 회원×월 요약(`FACT_MEMBER_MONTHLY`)이 아닌 사건 팩트 `FACT_MEMBER_EVENT` 가 정본 앵커다. ▸ [매핑교정 OPENED_O45] 전환회원 특성·LTV 섹션의 후원사업은 **획득 귀속**이 의미상 맞다(그 회원을 데려온 사업). ▸ 종전 매핑 `DIM_MEMBER_ACQUISITION.ACQ_SPONSORSHIP_NAME` → 교정 `DIM_MEMBER_ACQUISITION.ACQ_SPONSORSHIP_NAME` ▸ `FACT_MEMBER_EVENT` → `DIM_MEMBER_ACQUISITION` FK 생존(비영 존재)
마케팅,마케팅 보고서,4. 전환회원 특성,성별(회원),공130,DIM_MEMBER,지표사전·별칭등록부,,,FACT_MEMBER_EVENT,,FACT_MEMBER_MONTHLY → FACT_MEMBER_EVENT,조립가능,"🔁 **앵커 강제 교체**(FACT_MEMBER_MONTHLY → FACT_MEMBER_EVENT) — [O136 착수표 ⑰] 전환회원 특성 섹션은 개발구분 5종 및 전환 사건 시점의 속성을 분석하므로 회원×월 요약(`FACT_MEMBER_MONTHLY`)이 아닌 사건 팩트 `FACT_MEMBER_EVENT` 가 정본 앵커다. ▸ `FACT_MEMBER_EVENT` → `DIM_MEMBER` FK 생존(비영 존재) ▸ 🔴 `DIM_MEMBER` 는 **SCD2** 다 — 실측(O56) **7,925,716행 / 회원 1,763,065**(현재행 1,763,065). `IS_CURRENT = TRUE` 없이 조인하면 **4.49배 팬아웃**한다(FGA 실측 68,836 → 161,729 = 2.35배). ⇒ `DIM_MEMBER_CURRENT` 를 쓰거나 `IS_CURRENT = TRUE` 를 명시할 것"
마케팅,마케팅 보고서,4. 전환회원 특성,연령대,(215밖),DIM_MEMBER.AGE_BAND,필드인벤토리,,,FACT_MEMBER_EVENT,,FACT_MEMBER_MONTHLY → FACT_MEMBER_EVENT,조립가능,"🔁 **앵커 강제 교체**(FACT_MEMBER_MONTHLY → FACT_MEMBER_EVENT) — [O136 착수표 ⑰] 전환회원 특성 섹션은 개발구분 5종 및 전환 사건 시점의 속성을 분석하므로 회원×월 요약(`FACT_MEMBER_MONTHLY`)이 아닌 사건 팩트 `FACT_MEMBER_EVENT` 가 정본 앵커다. ▸ `FACT_MEMBER_EVENT` → `DIM_MEMBER` FK 생존(비영 존재) ▸ 🔴 `DIM_MEMBER` 는 **SCD2** 다 — 실측(O56) **7,925,716행 / 회원 1,763,065**(현재행 1,763,065). `IS_CURRENT = TRUE` 없이 조인하면 **4.49배 팬아웃**한다(FGA 실측 68,836 → 161,729 = 2.35배). ⇒ `DIM_MEMBER_CURRENT` 를 쓰거나 `IS_CURRENT = TRUE` 를 명시할 것"
마케팅,마케팅 보고서,4. 전환회원 특성,회원번호,,DIM_MEMBER.MEMBER_DK,교정등록부(WRONG_DIM),WRONG_DIM,DIM_MEMBER.MEMBER_DK,FACT_MEMBER_EVENT,,FACT_MEMBER_MONTHLY → FACT_MEMBER_EVENT,조립가능,"🔁 **앵커 강제 교체**(FACT_MEMBER_MONTHLY → FACT_MEMBER_EVENT) — [O136 착수표 ⑰] 전환회원 특성 섹션은 개발구분 5종 및 전환 사건 시점의 속성을 분석하므로 회원×월 요약(`FACT_MEMBER_MONTHLY`)이 아닌 사건 팩트 `FACT_MEMBER_EVENT` 가 정본 앵커다. ▸ [매핑교정 WRONG_DIM] `DIM_MEMBER_IDENTITY` 는 GA↔CRM 신원 브리지 전용 차원이고 **CRM 팩트에서 가는 FK 가 없다**. 회원번호는 모든 팩트에 `MEMBER_DK` 로 실재하고 `DIM_MEMBER` 자연키 조인이 살아 있다. 이 오매핑이 12필드에 걸쳐 반복됐다. ▸ 종전 매핑 `DIM_MEMBER.MEMBER_DK` → 교정 `DIM_MEMBER.MEMBER_DK` ▸ 앵커 팩트 `FACT_MEMBER_EVENT` 가 **동명 degenerate 컬럼 `MEMBER_DK` 을 직접 보유**한다 (실측 채움 4,633,105/4,633,105) — `DIM_MEMBER` 를 경유할 필요가 없다. 매핑을 앵커 로컬로 교정할 것(O47·P96-②)"
마케팅,마케팅 보고서,4. 전환회원 특성,개발(건),공4·5·149,FACT_MEMBER_MONTHLY.DEV_CNT,필드인벤토리,,,FACT_MEMBER_EVENT,,FACT_MEMBER_MONTHLY → FACT_MEMBER_EVENT,배분규칙필요,🔁 **앵커 강제 교체**(FACT_MEMBER_MONTHLY → FACT_MEMBER_EVENT) — [O136 착수표 ⑰] 전환회원 특성 섹션은 개발구분 5종 및 전환 사건 시점의 속성을 분석하므로 회원×월 요약(`FACT_MEMBER_MONTHLY`)이 아닌 사건 팩트 `FACT_MEMBER_EVENT` 가 정본 앵커다. ▸ 시간축 상이 — `FACT_MEMBER_EVENT`=일 vs `FACT_MEMBER_MONTHLY`=월. 🔴 굵은 쪽을 잘게 내리려면 **배분(귀속) 규칙**이 필요하다 — 규칙 없이 조인하면 굵은 값이 잘은 행마다 복제된다. 이것은 모델링이 아니라 **업무 판단**이다(O47·P95).
마케팅,마케팅 보고서,5. 캠페인별 LTV (신규),매체명(브랜드2),,"⛔ 불가 — `FACT_AD_PERFORMANCE.AD_CREATIVE_SK` 243,545/243,545 전건 센티넬 + 목표측 매체 축 부재",⛔불가(등록부),,,FACT_MEMBER_COHORT,,FACT_MEMBER_MONTHLY → FACT_MEMBER_COHORT,원천부재,"🔁 **앵커 강제 교체**(FACT_MEMBER_MONTHLY → FACT_MEMBER_COHORT) — [O136 착수표 ⑰] 캠페인별 LTV 섹션은 평균 유지기간, 12개월 이탈률, 최초 가입캠페인 중단일을 분석하므로 회원 획득 코호트 팩트 `FACT_MEMBER_COHORT` 가 정본 앵커다. ▸ 불가 — `FACT_AD_PERFORMANCE.AD_CREATIVE_SK` 243,545/243,545 전건 센티넬 + 목표측 매체 축 부재"
마케팅,마케팅 보고서,5. 캠페인별 LTV (신규),기준일시,,⛔ 불가 — 목표 원천 `TM_CM_MBER_DVLP_GOAL` 11컬럼 시간축이 `STDYY`+`STDR_MT` 뿐 — 일자 컬럼 부재,⛔불가(등록부),,,FACT_MEMBER_COHORT,,FACT_MEMBER_MONTHLY → FACT_MEMBER_COHORT,원천부재,"🔁 **앵커 강제 교체**(FACT_MEMBER_MONTHLY → FACT_MEMBER_COHORT) — [O136 착수표 ⑰] 캠페인별 LTV 섹션은 평균 유지기간, 12개월 이탈률, 최초 가입캠페인 중단일을 분석하므로 회원 획득 코호트 팩트 `FACT_MEMBER_COHORT` 가 정본 앵커다. ▸ 불가 — 목표 원천 `TM_CM_MBER_DVLP_GOAL` 11컬럼 시간축이 `STDYY`+`STDR_MT` 뿐 — 일자 컬럼 부재"
마케팅,마케팅 보고서,5. 캠페인별 LTV (신규),부서명,,DIM_MEMBER_ACQUISITION.ACQ_DEPARTMENT,교정등록부(OPENED_O45),OPENED_O45,DIM_MEMBER_ACQUISITION.ACQ_DEPARTMENT,FACT_MEMBER_COHORT,,FACT_MEMBER_MONTHLY → FACT_MEMBER_COHORT,조립가능,"🔁 **앵커 강제 교체**(FACT_MEMBER_MONTHLY → FACT_MEMBER_COHORT) — [O136 착수표 ⑰] 캠페인별 LTV 섹션은 평균 유지기간, 12개월 이탈률, 최초 가입캠페인 중단일을 분석하므로 회원 획득 코호트 팩트 `FACT_MEMBER_COHORT` 가 정본 앵커다. ▸ [매핑교정 OPENED_O45] 위 「부서」와 동일 — 회원 분석 문맥. ▸ 종전 매핑 `DIM_MEMBER_ACQUISITION.ACQ_DEPARTMENT` → 교정 `DIM_MEMBER_ACQUISITION.ACQ_DEPARTMENT` ▸ `FACT_MEMBER_COHORT` → `DIM_MEMBER_ACQUISITION` FK 생존(비영 존재)"
마케팅,마케팅 보고서,5. 캠페인별 LTV (신규),브랜드,,DIM_MEMBER_ACQUISITION.ACQ_BRAND,교정등록부(OPENED_O45),OPENED_O45,DIM_MEMBER_ACQUISITION.ACQ_BRAND,FACT_MEMBER_COHORT,,FACT_MEMBER_MONTHLY → FACT_MEMBER_COHORT,조립가능,"🔁 **앵커 강제 교체**(FACT_MEMBER_MONTHLY → FACT_MEMBER_COHORT) — [O136 착수표 ⑰] 캠페인별 LTV 섹션은 평균 유지기간, 12개월 이탈률, 최초 가입캠페인 중단일을 분석하므로 회원 획득 코호트 팩트 `FACT_MEMBER_COHORT` 가 정본 앵커다. ▸ [매핑교정 OPENED_O45] [O45] `FMM.CAMPAIGN_SK` 는 O8(다중귀속 규칙 미확정)로 전건 센티넬이다. **「획득 시점」 명시 규칙**으로 회원 1행에 캠페인을 확정해 우회했다(팬아웃 0 실측). ▸ 종전 매핑 `DIM_MEMBER_ACQUISITION.ACQ_BRAND` → 교정 `DIM_MEMBER_ACQUISITION.ACQ_BRAND` ▸ 앵커 팩트 `FACT_MEMBER_COHORT` 가 **동명 degenerate 컬럼 `ACQ_BRAND` 을 직접 보유**한다 (실측 채움 1,585,945/1,585,949) — `DIM_MEMBER_ACQUISITION` 를 경유할 필요가 없다. 매핑을 앵커 로컬로 교정할 것(O47·P96-②)"
마케팅,마케팅 보고서,5. 캠페인별 LTV (신규),상위캠페인,,DIM_MEMBER_ACQUISITION.ACQ_PARENT_CAMPAIGN_NAME,교정등록부(OPENED_O45),OPENED_O45,DIM_MEMBER_ACQUISITION.ACQ_PARENT_CAMPAIGN_NAME,FACT_MEMBER_COHORT,,FACT_MEMBER_MONTHLY → FACT_MEMBER_COHORT,조립가능,"🔁 **앵커 강제 교체**(FACT_MEMBER_MONTHLY → FACT_MEMBER_COHORT) — [O136 착수표 ⑰] 캠페인별 LTV 섹션은 평균 유지기간, 12개월 이탈률, 최초 가입캠페인 중단일을 분석하므로 회원 획득 코호트 팩트 `FACT_MEMBER_COHORT` 가 정본 앵커다. ▸ [매핑교정 OPENED_O45] 위와 동일 경로. ▸ 종전 매핑 `DIM_MEMBER_ACQUISITION.ACQ_PARENT_CAMPAIGN_NAME` → 교정 `DIM_MEMBER_ACQUISITION.ACQ_PARENT_CAMPAIGN_NAME` ▸ 앵커 팩트 `FACT_MEMBER_COHORT` 가 **동명 degenerate 컬럼 `ACQ_PARENT_CAMPAIGN_NAME` 을 직접 보유**한다 (실측 채움 1,585,945/1,585,949) — `DIM_MEMBER_ACQUISITION` 를 경유할 필요가 없다. 매핑을 앵커 로컬로 교정할 것(O47·P96-②)"
마케팅,마케팅 보고서,5. 캠페인별 LTV (신규),캠페인명,,DIM_MEMBER_ACQUISITION.ACQ_CAMPAIGN_NAME,교정등록부(OPENED_O45),OPENED_O45,DIM_MEMBER_ACQUISITION.ACQ_CAMPAIGN_NAME,FACT_MEMBER_COHORT,,FACT_MEMBER_MONTHLY → FACT_MEMBER_COHORT,조립가능,"🔁 **앵커 강제 교체**(FACT_MEMBER_MONTHLY → FACT_MEMBER_COHORT) — [O136 착수표 ⑰] 캠페인별 LTV 섹션은 평균 유지기간, 12개월 이탈률, 최초 가입캠페인 중단일을 분석하므로 회원 획득 코호트 팩트 `FACT_MEMBER_COHORT` 가 정본 앵커다. ▸ [매핑교정 OPENED_O45] 위와 동일 경로. ▸ 종전 매핑 `DIM_MEMBER_ACQUISITION.ACQ_CAMPAIGN_NAME` → 교정 `DIM_MEMBER_ACQUISITION.ACQ_CAMPAIGN_NAME` ▸ `FACT_MEMBER_COHORT` → `DIM_MEMBER_ACQUISITION` FK 생존(비영 존재)"
마케팅,마케팅 보고서,5. 캠페인별 LTV (신규),후원사업(2)명,,DIM_MEMBER_ACQUISITION.ACQ_SPONSORSHIP_NAME,교정등록부(OPENED_O45),OPENED_O45,DIM_MEMBER_ACQUISITION.ACQ_SPONSORSHIP_NAME,FACT_MEMBER_COHORT,,FACT_MEMBER_MONTHLY → FACT_MEMBER_COHORT,조립가능,"🔁 **앵커 강제 교체**(FACT_MEMBER_MONTHLY → FACT_MEMBER_COHORT) — [O136 착수표 ⑰] 캠페인별 LTV 섹션은 평균 유지기간, 12개월 이탈률, 최초 가입캠페인 중단일을 분석하므로 회원 획득 코호트 팩트 `FACT_MEMBER_COHORT` 가 정본 앵커다. ▸ [매핑교정 OPENED_O45] 전환회원 특성·LTV 섹션의 후원사업은 **획득 귀속**이 의미상 맞다(그 회원을 데려온 사업). ▸ 종전 매핑 `DIM_MEMBER_ACQUISITION.ACQ_SPONSORSHIP_NAME` → 교정 `DIM_MEMBER_ACQUISITION.ACQ_SPONSORSHIP_NAME` ▸ `FACT_MEMBER_COHORT` → `DIM_MEMBER_ACQUISITION` FK 생존(비영 존재)"
마케팅,마케팅 보고서,5. 캠페인별 LTV (신규),개발구분,공121,FACT_MEMBER_MONTHLY.DEV_TYPE,필드인벤토리,,,FACT_MEMBER_COHORT,,FACT_MEMBER_MONTHLY → FACT_MEMBER_COHORT,값없음,"🔁 **앵커 강제 교체**(FACT_MEMBER_MONTHLY → FACT_MEMBER_COHORT) — [O136 착수표 ⑰] 캠페인별 LTV 섹션은 평균 유지기간, 12개월 이탈률, 최초 가입캠페인 중단일을 분석하므로 회원 획득 코호트 팩트 `FACT_MEMBER_COHORT` 가 정본 앵커다. ▸ `FACT_MEMBER_MONTHLY.DEV_TYPE` 전건 NULL (40,054,883행)"
마케팅,마케팅 보고서,5. 캠페인별 LTV (신규),회원번호,,DIM_MEMBER.MEMBER_DK,교정등록부(WRONG_DIM),WRONG_DIM,DIM_MEMBER.MEMBER_DK,FACT_MEMBER_COHORT,,FACT_MEMBER_MONTHLY → FACT_MEMBER_COHORT,조립가능,"🔁 **앵커 강제 교체**(FACT_MEMBER_MONTHLY → FACT_MEMBER_COHORT) — [O136 착수표 ⑰] 캠페인별 LTV 섹션은 평균 유지기간, 12개월 이탈률, 최초 가입캠페인 중단일을 분석하므로 회원 획득 코호트 팩트 `FACT_MEMBER_COHORT` 가 정본 앵커다. ▸ [매핑교정 WRONG_DIM] `DIM_MEMBER_IDENTITY` 는 GA↔CRM 신원 브리지 전용 차원이고 **CRM 팩트에서 가는 FK 가 없다**. 회원번호는 모든 팩트에 `MEMBER_DK` 로 실재하고 `DIM_MEMBER` 자연키 조인이 살아 있다. 이 오매핑이 12필드에 걸쳐 반복됐다. ▸ 종전 매핑 `DIM_MEMBER.MEMBER_DK` → 교정 `DIM_MEMBER.MEMBER_DK` ▸ 앵커 팩트 `FACT_MEMBER_COHORT` 가 **동명 degenerate 컬럼 `MEMBER_DK` 을 직접 보유**한다 (실측 채움 1,585,949/1,585,949) — `DIM_MEMBER` 를 경유할 필요가 없다. 매핑을 앵커 로컬로 교정할 것(O47·P96-②)"
마케팅,마케팅 보고서,5. 캠페인별 LTV (신규),개발(건),공4·5·149,FACT_MEMBER_MONTHLY.DEV_CNT,필드인벤토리,,,FACT_MEMBER_COHORT,,FACT_MEMBER_MONTHLY → FACT_MEMBER_COHORT,배분규칙필요,"🔁 **앵커 강제 교체**(FACT_MEMBER_MONTHLY → FACT_MEMBER_COHORT) — [O136 착수표 ⑰] 캠페인별 LTV 섹션은 평균 유지기간, 12개월 이탈률, 최초 가입캠페인 중단일을 분석하므로 회원 획득 코호트 팩트 `FACT_MEMBER_COHORT` 가 정본 앵커다. ▸ 시간축 상이 — `FACT_MEMBER_COHORT`=일(획득) vs `FACT_MEMBER_MONTHLY`=월. 🔴 굵은 쪽을 잘게 내리려면 **배분(귀속) 규칙**이 필요하다 — 규칙 없이 조인하면 굵은 값이 잘은 행마다 복제된다. 이것은 모델링이 아니라 **업무 판단**이다(O47·P95)."
마케팅,마케팅 보고서,5. 캠페인별 LTV (신규),가입캠페인중단일,공26,FACT_MEMBER_MONTHLY.STOP_DATE,필드인벤토리,,,FACT_MEMBER_COHORT,,FACT_MEMBER_MONTHLY → FACT_MEMBER_COHORT,값없음,"🔁 **앵커 강제 교체**(FACT_MEMBER_MONTHLY → FACT_MEMBER_COHORT) — [O136 착수표 ⑰] 캠페인별 LTV 섹션은 평균 유지기간, 12개월 이탈률, 최초 가입캠페인 중단일을 분석하므로 회원 획득 코호트 팩트 `FACT_MEMBER_COHORT` 가 정본 앵커다. ▸ `FACT_MEMBER_MONTHLY.STOP_DATE` 전건 NULL (40,054,883행)"
마케팅,마케팅 보고서,5. 캠페인별 LTV (신규),총납입금액(회비),공69·70,FACT_MEMBER_MONTHLY.PAID_FEE,필드인벤토리·별칭등록부,,,FACT_MEMBER_COHORT,,FACT_MEMBER_MONTHLY → FACT_MEMBER_COHORT,배분규칙필요,"🔁 **앵커 강제 교체**(FACT_MEMBER_MONTHLY → FACT_MEMBER_COHORT) — [O136 착수표 ⑰] 캠페인별 LTV 섹션은 평균 유지기간, 12개월 이탈률, 최초 가입캠페인 중단일을 분석하므로 회원 획득 코호트 팩트 `FACT_MEMBER_COHORT` 가 정본 앵커다. ▸ 시간축 상이 — `FACT_MEMBER_COHORT`=일(획득) vs `FACT_MEMBER_MONTHLY`=월. 🔴 굵은 쪽을 잘게 내리려면 **배분(귀속) 규칙**이 필요하다 — 규칙 없이 조인하면 굵은 값이 잘은 행마다 복제된다. 이것은 모델링이 아니라 **업무 판단**이다(O47·P95)."
회원,1. 개발현황,1-1. [회원] 개발실적보고 (일일) · CRM 필드,기준일자,(215밖),DIM_DATE.FULL_DATE,필드인벤토리·별칭등록부,,,FACT_MEMBER_MONTHLY,,,도달불가,`FACT_MEMBER_MONTHLY` 에 `DIM_DATE` 로 가는 FK 가 없다 ▸ BRONZE 근거: `FACT_MEMBER_MONTHLY` 는 **월 grain**(`MONTH_KEY`)이고 `DATE_SK` 가 없다. 일자 분해는 `FACT_MEMBER_EVENT.DATE_SK`(사건 grain)에서만 가능하다.
회원,1. 개발현황,1-1. [회원] 개발실적보고 (일일) · CRM 필드,월목표,(215밖),FACT_DEV_ACHIEVEMENT.GOAL_CNT,필드인벤토리~,,,FACT_MEMBER_MONTHLY,,,grain부정합,엔티티축 상이 — `FACT_MEMBER_MONTHLY`=MEMBER_DK vs `FACT_DEV_ACHIEVEMENT`=ORG_SK
회원,1. 개발현황,1-1. [회원] 개발실적보고 (일일) · CRM 필드,누계목표,(YTD),SV metric — 누계 = base 의 YTD running sum (P7·물리 미저장),SV파생,,,FACT_MEMBER_MONTHLY,,,판정불가(SV파생),SV metric — 물리 컬럼이 아니라 base 로 계산된다. base 의 조립가능도를 따른다
회원,1. 개발현황,1-1. [회원] 개발실적보고 (일일) · CRM 필드,연목표,공3,SV metric — 분자: DEV_CNT(YR) / 분모: GOAL_CNT(YR),지표사전~,,,FACT_MEMBER_MONTHLY,,,판정불가(SV파생),SV metric — 물리 컬럼이 아니라 base 로 계산된다. base 의 조립가능도를 따른다
회원,1. 개발현황,1-1. [회원] 개발실적보고 (일일) · CRM 필드,법인,공114,DIM_ORG.CORP,필드인벤토리,,,FACT_MEMBER_MONTHLY,,,값없음,"`DIM_ORG.CORP` 전건 NULL (1,315행)"
회원,1. 개발현황,1-1. [회원] 개발실적보고 (일일) · CRM 필드,부서,,DIM_MEMBER_ACQUISITION.ACQ_DEPARTMENT (회원분석) / WIDE_MEMBER_EVENT.ORG_DEPARTMENT (개발실적),교정등록부(OPENED_O45),OPENED_O45,DIM_MEMBER_ACQUISITION.ACQ_DEPARTMENT (회원분석) / WIDE_MEMBER_EVENT.ORG_DEPARTMENT (개발실적),FACT_MEMBER_MONTHLY,,,조립가능,[매핑교정 OPENED_O45] 🔴 **같은 라벨이 두 축이다**(O34 `_AT_PLEDGE`/`_AT_EVENT` 규약 재적용). 개발실적보고의 부서 = **사건 부서** · 연간분석(회비)의 부서 = **획득 부서**. 두 값은 다르다. ▸ 종전 매핑 `DIM_MEMBER_ACQUISITION.ACQ_DEPARTMENT (회원분석) / WIDE_MEMBER_EVENT.ORG_DEPARTMENT (개발실적)` → 교정 `DIM_MEMBER_ACQUISITION.ACQ_DEPARTMENT (회원분석) / WIDE_MEMBER_EVENT.ORG_DEPARTMENT (개발실적)` ▸ `FACT_MEMBER_MONTHLY` → `DIM_MEMBER_ACQUISITION` FK 생존(비영 존재)
회원,1. 개발현황,1-1. [회원] 개발실적보고 (일일) · CRM 필드,브랜드,,DIM_MEMBER_ACQUISITION.ACQ_BRAND,교정등록부(OPENED_O45),OPENED_O45,DIM_MEMBER_ACQUISITION.ACQ_BRAND,FACT_MEMBER_MONTHLY,,,조립가능,[매핑교정 OPENED_O45] [O45] `FMM.CAMPAIGN_SK` 는 O8(다중귀속 규칙 미확정)로 전건 센티넬이다. **「획득 시점」 명시 규칙**으로 회원 1행에 캠페인을 확정해 우회했다(팬아웃 0 실측). ▸ 종전 매핑 `DIM_MEMBER_ACQUISITION.ACQ_BRAND` → 교정 `DIM_MEMBER_ACQUISITION.ACQ_BRAND` ▸ `FACT_MEMBER_MONTHLY` → `DIM_MEMBER_ACQUISITION` FK 생존(비영 존재)
회원,1. 개발현황,1-1. [회원] 개발실적보고 (일일) · CRM 필드,홍보방법,,DIM_MEMBER_ACQUISITION.ACQ_PROMO_METHOD_NAME,교정등록부(OPENED_O45),OPENED_O45,DIM_MEMBER_ACQUISITION.ACQ_PROMO_METHOD_NAME,FACT_MEMBER_MONTHLY,,,조립가능,[매핑교정 OPENED_O45] 위와 동일 경로. ▸ 종전 매핑 `DIM_MEMBER_ACQUISITION.ACQ_PROMO_METHOD_NAME` → 교정 `DIM_MEMBER_ACQUISITION.ACQ_PROMO_METHOD_NAME` ▸ `FACT_MEMBER_MONTHLY` → `DIM_MEMBER_ACQUISITION` FK 생존(비영 존재)
회원,1. 개발현황,1-1. [회원] 개발실적보고 (일일) · CRM 필드,상위캠페인,,DIM_MEMBER_ACQUISITION.ACQ_PARENT_CAMPAIGN_NAME,교정등록부(OPENED_O45),OPENED_O45,DIM_MEMBER_ACQUISITION.ACQ_PARENT_CAMPAIGN_NAME,FACT_MEMBER_MONTHLY,,,조립가능,[매핑교정 OPENED_O45] 위와 동일 경로. ▸ 종전 매핑 `DIM_MEMBER_ACQUISITION.ACQ_PARENT_CAMPAIGN_NAME` → 교정 `DIM_MEMBER_ACQUISITION.ACQ_PARENT_CAMPAIGN_NAME` ▸ `FACT_MEMBER_MONTHLY` → `DIM_MEMBER_ACQUISITION` FK 생존(비영 존재)
회원,1. 개발현황,1-1. [회원] 개발실적보고 (일일) · CRM 필드,캠페인,,DIM_MEMBER_ACQUISITION.ACQ_CAMPAIGN_NAME,교정등록부(OPENED_O45),OPENED_O45,DIM_MEMBER_ACQUISITION.ACQ_CAMPAIGN_NAME,FACT_MEMBER_MONTHLY,,,조립가능,[매핑교정 OPENED_O45] 위와 동일 경로. ▸ 종전 매핑 `DIM_MEMBER_ACQUISITION.ACQ_CAMPAIGN_NAME` → 교정 `DIM_MEMBER_ACQUISITION.ACQ_CAMPAIGN_NAME` ▸ `FACT_MEMBER_MONTHLY` → `DIM_MEMBER_ACQUISITION` FK 생존(비영 존재)
회원,1. 개발현황,1-1. [회원] 개발실적보고 (일일) · CRM 필드,개발구분,공121,FACT_MEMBER_MONTHLY.DEV_TYPE,필드인벤토리,,,FACT_MEMBER_MONTHLY,,,값없음,"`FACT_MEMBER_MONTHLY.DEV_TYPE` 전건 NULL (40,054,883행)"
회원,1. 개발현황,1-1. [회원] 개발실적보고 (일일) · CRM 필드,후원사업,,FACT_MEMBER_FEE.SPONSORSHIP_SK (회비) / DIM_MEMBER_ACQUISITION.ACQ_SPONSORSHIP_SK (획득),교정등록부(OPENED_O45),OPENED_O45,FACT_MEMBER_FEE.SPONSORSHIP_SK (회비) / DIM_MEMBER_ACQUISITION.ACQ_SPONSORSHIP_SK (획득),FACT_MEMBER_MONTHLY,,,조립가능,"[매핑교정 OPENED_O45] 🔴 **같은 라벨이 두 축이다**. 회비·미납 분석의 후원사업 = **납입 대상**(회비 행에 붙은 값, `SPNSR_BSNS_ID` 채움 99.83%) → `FACT_MEMBER_FEE`. 개발·중단·회원특성 분석의 후원사업 = **획득 시점**(그 회원을 데려온 사업) → `DIM_MEMBER_ACQUISITION`. 한 회원이 여러 후원사업에 내므로 회원-월 grain 에 하나로 붙일 수 없다(회원-월 37,148,615 → 회원-월-후원사업 39,563,730). ⚠️ 목표(`FACT_TARGET_DEV`)에는 후원사업 축이 없어 **목표 대비 후원사업별 달성률은 불가**하다. ▸ 종전 매핑 `FACT_MEMBER_FEE.SPONSORSHIP_SK (회비) / DIM_MEMBER_ACQUISITION.ACQ_SPONSORSHIP_SK (획득)` → 교정 `FACT_MEMBER_FEE.SPONSORSHIP_SK (회비) / DIM_MEMBER_ACQUISITION.ACQ_SPONSORSHIP_SK (획득)` ▸ [축 병기 — 앵커 `FACT_MEMBER_MONTHLY` 에 맞는 축 선택] `DIM_MEMBER_ACQUISITION.ACQ_SPONSORSHIP_SK` ▸ `FACT_MEMBER_MONTHLY` → `DIM_MEMBER_ACQUISITION` FK 생존(비영 존재) ▸ 다른 병기 축 `FACT_MEMBER_FEE.SPONSORSHIP_SK` 은 `형제팩트중복` (O47)"
