# 생성기: scripts/gen_metric_gold_mapping.py | 측정일: 2026-08-10
# 본 파일은 자동 생성물입니다. 직접 수정 금지 — 생성기 scripts/gen_metric_gold_mapping.py 수정 후 재실행하세요.

## 지표 → GOLD 매핑 (215)
지표#,구분,지표명,유형,소스,단위,GOLD_배속,GOLD_매핑(물리컬럼/SV base),SILVER_원천,BRONZE_원천,정본_계산식,상태,상태_근거
1. 개발현황,1-3. [회원] 개발실적보고 (월간) · CRM 필드,개발(건),CRM,숫자(회계),공4·5·149,FACT_MEMBER_MONTHLY.DEV_CNT,,필드인벤토리
1. 개발현황,1-3. [회원] 개발실적보고 (월간) · CRM 필드,월목표 대비 달성율(%),CRM/계산,백분율,공1·2·3,SV metric — 목표달성율(%) = 개발(건)/회원개발목표 (FTG_D 분모),,SV파생
1. 개발현황,1-3. [회원] 개발실적보고 (월간) · CRM 필드,누계 목표,CRM,문자,(YTD),SV metric — 누계 = base 의 YTD running sum (P7·물리 미저장),기간윈도우: YTD 누계,SV파생
1. 개발현황,1-3. [회원] 개발실적보고 (월간) · CRM 필드,누계 개발(건),CRM,숫자(회계),(YTD),SV metric — 누계 = base 의 YTD running sum (P7·물리 미저장) · base: FACT_MEMBER_MONTHLY.DEV_CNT,기간윈도우: YTD 누계,SV파생
1. 개발현황,1-3. [회원] 개발실적보고 (월간) · CRM 필드,누계목표 대비 달성율(%),CRM/계산,백분율,공1·2·3,SV metric — 목표달성율(%) = 개발(건)/회원개발목표 (FTG_D 분모),기간윈도우: YTD 누계,SV파생
1. 개발현황,1-3. [회원] 개발실적보고 (월간) · CRM 필드,연목표,CRM,숫자(회계),공3,SV metric — 분자: DEV_CNT(YR) / 분모: GOAL_CNT(YR),,지표사전~
1. 개발현황,1-3. [회원] 개발실적보고 (월간) · CRM 필드,연목표 대비 달성율(%),CRM/계산,백분율,공1·2·3,SV metric — 목표달성율(%) = 개발(건)/회원개발목표 (FTG_D 분모),,SV파생
1. 개발현황,1-3. [회원] 개발실적보고 (월간) · CRM 필드,당월 1인당 후원건수,CRM/계산,숫자(회계),공61,SV metric — 1명당 건수 = 활동회원(건)/활동회원(명),기간윈도우: 당월,SV파생
1. 개발현황,1-3. [회원] 개발실적보고 (월간) · CRM 필드,전년 동월 개발(명),CRM,숫자(회계),공148,FACT_MEMBER_MONTHLY.DEV_MEMBERS,기간윈도우: 전년 동기,필드인벤토리~
1. 개발현황,1-3. [회원] 개발실적보고 (월간) · CRM 필드,전년 동월 개발(건),CRM,숫자(회계),공4·5·149,FACT_MEMBER_MONTHLY.DEV_CNT,기간윈도우: 전년 동기,필드인벤토리~
1. 개발현황,1-3. [회원] 개발실적보고 (월간) · CRM 필드,전년 동월대비 증감(%),CRM/계산,백분율,공60,SV metric — 증감율(%) = (당기−전기)/전기×100 (P7 시계열),기간윈도우: 전년 동기,SV파생
1. 개발현황,1-3. [회원] 개발실적보고 (월간) · CRM 필드,전년 누계개발(명),CRM,숫자(회계),(YTD),SV metric — 누계 = base 의 YTD running sum (P7·물리 미저장),기간윈도우: 전년 동기,SV파생
1. 개발현황,1-3. [회원] 개발실적보고 (월간) · CRM 필드,전년 누계개발(건),CRM,숫자(회계),(YTD),SV metric — 누계 = base 의 YTD running sum (P7·물리 미저장),기간윈도우: 전년 동기,SV파생
1. 개발현황,1-3. [회원] 개발실적보고 (월간) · CRM 필드,전년 누계대비 증감(%),CRM/계산,백분율,공60,SV metric — 증감율(%) = (당기−전기)/전기×100 (P7 시계열),기간윈도우: 전년 동기,SV파생
1. 개발현황,1-3. [회원] 개발실적보고 (월간) · CRM 필드,전년 대비 증감(%),CRM/계산,백분율,공60,SV metric — 증감율(%) = (당기−전기)/전기×100 (P7 시계열),기간윈도우: 전년 동기,SV파생
1. 개발현황,1-3. [회원] 개발실적보고 (월간) · CRM 필드,부서,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_DEPARTMENT (회원분석) / WIDE_MEMBER_EVENT.ORG_DEPARTMENT (개발실적),,교정등록부(OPENED_O45)
1. 개발현황,1-3. [회원] 개발실적보고 (월간) · CRM 필드,브랜드,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_BRAND,,교정등록부(OPENED_O45)
1. 개발현황,1-3. [회원] 개발실적보고 (월간) · CRM 필드,홍보방법,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_PROMO_METHOD_NAME,,교정등록부(OPENED_O45)
1. 개발현황,1-3. [회원] 개발실적보고 (월간) · CRM 필드,상위캠페인,CRM,문자+숫자,,DIM_MEMBER_ACQUISITION.ACQ_PARENT_CAMPAIGN_NAME,,교정등록부(OPENED_O45)
1. 개발현황,1-3. [회원] 개발실적보고 (월간) · CRM 필드,캠페인,CRM,문자+숫자,,DIM_MEMBER_ACQUISITION.ACQ_CAMPAIGN_NAME,,교정등록부(OPENED_O45)
1. 개발현황,1-3. [회원] 개발실적보고 (월간) · CRM 필드,후원사업,CRM,문자,,FACT_MEMBER_FEE.SPONSORSHIP_SK (회비) / DIM_MEMBER_ACQUISITION.ACQ_SPONSORSHIP_SK (획득),,교정등록부(OPENED_O45)
1. 개발현황,1-3. [회원] 개발실적보고 (월간) · CRM 필드,개발구분,CRM,문자,공121,FACT_MEMBER_MONTHLY.DEV_TYPE,,필드인벤토리
1. 개발현황,1-3. [회원] 개발실적보고 (월간) · CRM 필드,연령대,CRM,숫자+문자,(215밖),DIM_MEMBER.AGE_BAND,,필드인벤토리
1. 개발현황,1-3. [회원] 개발실적보고 (월간) · CRM 필드,지역,CRM,문자,공131,DIM_MEMBER.REGION,,필드인벤토리
1. 개발현황,1-3. [회원] 개발실적보고 (월간) · CRM 필드,후원금액대(약정금액 기준 ÷ 10000원),CRM,숫자+문자,공72,FACT_MEMBER_MONTHLY.AMOUNT_BAND1,,필드인벤토리·별칭등록부
1. 개발현황,1-3. [회원] 개발실적보고 (월간) · CRM 필드,후원금액대2,CRM,숫자+문자,공73,FMM(스냅샷),,지표사전
1. 개발현황,1-3. [회원] 개발실적보고 (월간) · CRM 필드,후원기간대(납입기준),CRM,숫자+문자,공74,FACT_MEMBER_MONTHLY.PERIOD_BAND1,,필드인벤토리·별칭등록부
1. 개발현황,1-3. [회원] 개발실적보고 (월간) · CRM 필드,회원번호,CRM,숫자,,DIM_MEMBER.MEMBER_DK,,교정등록부(WRONG_DIM)
1. 개발현황,1-3. [회원] 개발실적보고 (월간) · CRM 필드,인바운드콜수,CRM,숫자,(215밖),FACT_MEMBER_MONTHLY.INBOUND_CALL_CNT,,필드인벤토리
1. 개발현황,1-3. [회원] 개발실적보고 (월간) · CRM 필드,TS콜수,CRM,숫자,(215밖),FACT_MEMBER_MONTHLY.TS_CALL_CNT,,필드인벤토리
1. 개발현황,1-3. [회원] 개발실적보고 (월간) · GA 필드,방문수,GA,숫자(회계),공92,FACT_GA_BEHAVIOR.VISITS,,필드인벤토리~
1. 개발현황,1-3. [회원] 개발실적보고 (월간) · GA 필드,활성사용자,GA,숫자(회계),공93,FACT_GA_BEHAVIOR.ACTIVE_USERS,,필드인벤토리~
1. 개발현황,1-3. [회원] 개발실적보고 (월간) · GA 필드,방문수,GA,숫자(회계),공92,FACT_GA_BEHAVIOR.VISITS,,필드인벤토리~
1. 개발현황,1-3. [회원] 개발실적보고 (월간) · GA 필드,활성사용자,GA,숫자(회계),공93,FACT_GA_BEHAVIOR.ACTIVE_USERS,,필드인벤토리~
1. 개발현황,1-3. [회원] 개발실적보고 (월간) · GA 필드,이벤트수,GA,숫자(회계),공95,FACT_GA_BEHAVIOR.EVENT_CNT,,필드인벤토리~
2. 회원특성,2-1. [회원] 주간 중단보고,기준일자,CRM,날짜,(215밖),DIM_DATE.FULL_DATE,,필드인벤토리·별칭등록부
2. 회원특성,2-1. [회원] 주간 중단보고,신규기존구분,CRM,문자,공113,DIM_MEMBER.NEW_EXISTING_FLAG,FMM.NEW_EXISTING_FLAG='신규',필드인벤토리
2. 회원특성,2-1. [회원] 주간 중단보고,중단(명) *당월 주차,CRM,숫자(회계),(215밖),FACT_MEMBER_EVENT.STOP_MEMBERS,기간윈도우: 당월,필드인벤토리~
2. 회원특성,2-1. [회원] 주간 중단보고,중단(건) *당월 주차,CRM,숫자(회계),,FACT_MEMBER_EVENT.STOP_CNT,기간윈도우: 당월,교정등록부(WRONG_GRAIN)
2. 회원특성,2-1. [회원] 주간 중단보고,중단(명) *전년 동월 주차,CRM,숫자(회계),(215밖),FACT_MEMBER_EVENT.STOP_MEMBERS,기간윈도우: 전년 동기,필드인벤토리~
2. 회원특성,2-1. [회원] 주간 중단보고,중단(건) *전년 동월 주차,CRM,숫자(회계),,FACT_MEMBER_EVENT.STOP_CNT,기간윈도우: 전년 동기,교정등록부(WRONG_GRAIN)
2. 회원특성,2-1. [회원] 주간 중단보고,중단(명) *전전년 동월 주차,CRM,숫자(회계),(215밖),FACT_MEMBER_EVENT.STOP_MEMBERS,기간윈도우: 전전년 동기,필드인벤토리~
2. 회원특성,2-1. [회원] 주간 중단보고,중단(건) *전전년 동월 주차,CRM,숫자(회계),,FACT_MEMBER_EVENT.STOP_CNT,기간윈도우: 전전년 동기,교정등록부(WRONG_GRAIN)
2. 회원특성,2-1. [회원] 주간 중단보고,중단 구성비(%),CRM,백분율,(ratio-of-total),SV metric — 구성비/비중(%) = 부분/전체×100,,SV파생
2. 회원특성,2-1. [회원] 주간 중단보고,전년 대비 증감(명),CRM,숫자(회계),공59,SV metric — 증감 = 당기−전기 (P7 시계열),기간윈도우: 전년 동기,SV파생
2. 회원특성,2-1. [회원] 주간 중단보고,전년 대비 증감(건),CRM,숫자(회계),공59,SV metric — 증감 = 당기−전기 (P7 시계열),기간윈도우: 전년 동기,SV파생
2. 회원특성,2-1. [회원] 주간 중단보고,전년 대비 건 증감(%),CRM,백분율,공60,SV metric — 증감율(%) = (당기−전기)/전기×100 (P7 시계열),기간윈도우: 전년 동기,SV파생
2. 회원특성,2-1. [회원] 주간 중단보고,전전년 대비 증감(명),CRM,숫자(회계),공59,SV metric — 증감 = 당기−전기 (P7 시계열),기간윈도우: 전전년 동기,SV파생
2. 회원특성,2-1. [회원] 주간 중단보고,전전년 대비 증감(건),CRM,숫자(회계),공59,SV metric — 증감 = 당기−전기 (P7 시계열),기간윈도우: 전전년 동기,SV파생
2. 회원특성,2-1. [회원] 주간 중단보고,전전년 대비 건 증감(%),CRM,백분율,공60,SV metric — 증감율(%) = (당기−전기)/전기×100 (P7 시계열),기간윈도우: 전전년 동기,SV파생
2. 회원특성,2-1. [회원] 주간 중단보고,기준년도,CRM,숫자(회계),(215밖),DIM_DATE.YEAR,,필드인벤토리·별칭등록부
2. 회원특성,2-1. [회원] 주간 중단보고,당해년도 주간 개발건,CRM,숫자(회계),,FACT_MEMBER_EVENT.DEV_CNT,기간윈도우: 주차,교정등록부(WRONG_GRAIN)
2. 회원특성,2-1. [회원] 주간 중단보고,전년도 주간 개발건,CRM,숫자(회계),,FACT_MEMBER_EVENT.DEV_CNT,기간윈도우: 전년 동기,교정등록부(WRONG_GRAIN)
2. 회원특성,2-1. [회원] 주간 중단보고,전전년도 주간 개발건,CRM,숫자(회계),,FACT_MEMBER_EVENT.DEV_CNT,기간윈도우: 전전년 동기,교정등록부(WRONG_GRAIN)
2. 회원특성,2-1. [회원] 주간 중단보고,중단율2(%),CRM,백분율,공55,SV metric — 분자: STOP_CNT / 분모: DEV_CNT,,지표사전
2. 회원특성,2-1. [회원] 주간 중단보고,가입경로,CRM,문자,(215밖),DIM_MEMBER.JOIN_PATH_CD,,필드인벤토리~
2. 회원특성,2-1. [회원] 주간 중단보고,회원번호,CRM,숫자,,DIM_MEMBER.MEMBER_DK,,교정등록부(WRONG_DIM)
2. 회원특성,2-1. [회원] 주간 중단보고,법인,CRM,문자,공114,DIM_ORG.CORP,,필드인벤토리
2. 회원특성,2-1. [회원] 주간 중단보고,회원구분,CRM,문자,(215밖),DIM_MEMBER.MBER_DIV_CD,,필드인벤토리~
2. 회원특성,2-1. [회원] 주간 중단보고,납입방식,CRM,문자,,FACT_MEMBER_FEE.PAYMENT_SK,,교정등록부(OPENED_O45)
2. 회원특성,2-1. [회원] 주간 중단보고,후원금액,CRM,숫자(회계),(215밖),DIM_MEMBER_ACQUISITION.ACQ_SPNSR_AMT,,필드인벤토리~
2. 회원특성,2-1. [회원] 주간 중단보고,가입일,CRM,날짜,(215밖),FACT_MEMBER_EVENT.JOIN_DATE,,필드인벤토리
2. 회원특성,2-1. [회원] 주간 중단보고,중단일,CRM,날짜,(215밖),FACT_MEMBER_EVENT.STOP_DATE,,필드인벤토리
2. 회원특성,2-1. [회원] 주간 중단보고,중단사유,CRM,문자,공162,DIM_REASON,,지표사전
2. 회원특성,2-1. [회원] 주간 중단보고,브랜드,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_BRAND,,교정등록부(OPENED_O45)
2. 회원특성,2-1. [회원] 주간 중단보고,상위캠페인,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_PARENT_CAMPAIGN_NAME,,교정등록부(OPENED_O45)
2. 회원특성,2-1. [회원] 주간 중단보고,가입캠페인,CRM,문자,(215밖),DIM_MEMBER_ACQUISITION.ACQ_CAMPAIGN_NAME,,필드인벤토리
2. 회원특성,2-1. [회원] 주간 중단보고,가입부서,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_DEPARTMENT,,교정등록부(OPENED_O45)
2. 회원특성,2-2. [회원] 월간 중단보고,연도초활동(건),CRM,숫자(회계),공37·157,FACT_MEMBER_MONTHLY.ACTIVE_CNT,,필드인벤토리~
2. 회원특성,2-2. [회원] 월간 중단보고,신규기존구분,CRM,문자,공113,DIM_MEMBER.NEW_EXISTING_FLAG,FMM.NEW_EXISTING_FLAG='신규',필드인벤토리
2. 회원특성,2-2. [회원] 월간 중단보고,누계개발(명),CRM,숫자(회계),(YTD),SV metric — 누계 = base 의 YTD running sum (P7·물리 미저장) · base: FACT_MEMBER_MONTHLY.DEV_MEMBERS,기간윈도우: YTD 누계,SV파생
2. 회원특성,2-2. [회원] 월간 중단보고,누계개발(건),CRM,숫자(회계),(YTD),SV metric — 누계 = base 의 YTD running sum (P7·물리 미저장) · base: FACT_MEMBER_MONTHLY.DEV_CNT,기간윈도우: YTD 누계,SV파생
2. 회원특성,2-2. [회원] 월간 중단보고,누계중단(명),CRM,숫자(회계),(YTD),SV metric — 누계 = base 의 YTD running sum (P7·물리 미저장) · base: FACT_MEMBER_EVENT.STOP_MEMBERS,기간윈도우: YTD 누계,SV파생
2. 회원특성,2-2. [회원] 월간 중단보고,누계중단(건),CRM,숫자(회계),(YTD),SV metric — 누계 = base 의 YTD running sum (P7·물리 미저장) · base: FACT_MEMBER_MONTHLY.STOP_CNT,기간윈도우: YTD 누계,SV파생
2. 회원특성,2-2. [회원] 월간 중단보고,누계중단율1(%),CRM,백분율,(SV ratio),SV metric — 비율(%) — SV time-intelligence/ratio,기간윈도우: YTD 누계,SV파생
2. 회원특성,2-2. [회원] 월간 중단보고,전년도 증감(%),CRM,숫자(회계),공60,SV metric — 증감율(%) = (당기−전기)/전기×100 (P7 시계열),기간윈도우: 전년 동기,SV파생
2. 회원특성,2-2. [회원] 월간 중단보고,전전년도 증감(%),CRM,숫자(회계),공60,SV metric — 증감율(%) = (당기−전기)/전기×100 (P7 시계열),기간윈도우: 전전년 동기,SV파생
2. 회원특성,2-2. [회원] 월간 중단보고,개발(건),CRM,숫자(회계),공4·5·149,FACT_MEMBER_MONTHLY.DEV_CNT,,필드인벤토리
2. 회원특성,2-2. [회원] 월간 중단보고,전월말 활동(건),CRM,숫자(회계),공37·157,FACT_MEMBER_MONTHLY.ACTIVE_CNT,기간윈도우: 전월,필드인벤토리~
2. 회원특성,2-2. [회원] 월간 중단보고,중단(명),CRM,숫자(회계),(215밖),FACT_MEMBER_EVENT.STOP_MEMBERS,,필드인벤토리
2. 회원특성,2-2. [회원] 월간 중단보고,중단(건),CRM,숫자(회계),공35,FACT_MEMBER_MONTHLY.STOP_CNT,,필드인벤토리
2. 회원특성,2-2. [회원] 월간 중단보고,월 중단율(%),CRM,백분율,(SV ratio),SV metric — 비율(%) — SV time-intelligence/ratio,,SV파생
2. 회원특성,2-2. [회원] 월간 중단보고,중단 증감(명),CRM,숫자(회계),공59,SV metric — 증감 = 당기−전기 (P7 시계열),,SV파생
2. 회원특성,2-2. [회원] 월간 중단보고,중단 증감(건),CRM,숫자(회계),공59,SV metric — 증감 = 당기−전기 (P7 시계열),,SV파생
2. 회원특성,2-2. [회원] 월간 중단보고,중단율 증감(%p),CRM,백분율,공60,SV metric — 증감율(%) = (당기−전기)/전기×100 (P7 시계열),,SV파생
2. 회원특성,2-2. [회원] 월간 중단보고,누계중단율2(%),CRM,백분율,(SV ratio),SV metric — 비율(%) — SV time-intelligence/ratio,기간윈도우: YTD 누계,SV파생
2. 회원특성,2-2. [회원] 월간 중단보고,누계중단 증감(명),CRM,숫자(회계),공59,SV metric — 증감 = 당기−전기 (P7 시계열),기간윈도우: YTD 누계,SV파생
2. 회원특성,2-2. [회원] 월간 중단보고,누계중단 증감(건),CRM,숫자(회계),공59,SV metric — 증감 = 당기−전기 (P7 시계열),기간윈도우: YTD 누계,SV파생
2. 회원특성,2-2. [회원] 월간 중단보고,누계중단율 증감(%p),CRM,백분율,공60,SV metric — 증감율(%) = (당기−전기)/전기×100 (P7 시계열),기간윈도우: YTD 누계,SV파생
2. 회원특성,2-2. [회원] 월간 중단보고,미납중단(명),CRM,숫자(회계),(215밖),FACT_MEMBER_EVENT.UNPAID_STOP_MEMBERS,,필드인벤토리
2. 회원특성,2-2. [회원] 월간 중단보고,미납중단(건),CRM,숫자(회계),(215밖),FACT_MEMBER_EVENT.UNPAID_STOP_CNT,,필드인벤토리
2. 회원특성,2-2. [회원] 월간 중단보고,전체 중 미납중단구성비(%),CRM,백분율,(ratio-of-total),SV metric — 구성비/비중(%) = 부분/전체×100,,SV파생
2. 회원특성,2-2. [회원] 월간 중단보고,전체회원 활동(건),CRM,숫자(회계),공37·157,FACT_MEMBER_MONTHLY.ACTIVE_CNT,,필드인벤토리~
2. 회원특성,2-2. [회원] 월간 중단보고,부서,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_DEPARTMENT (회원분석) / WIDE_MEMBER_EVENT.ORG_DEPARTMENT (개발실적),,교정등록부(OPENED_O45)
2. 회원특성,2-2. [회원] 월간 중단보고,브랜드,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_BRAND,,교정등록부(OPENED_O45)
2. 회원특성,2-2. [회원] 월간 중단보고,상위캠페인,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_PARENT_CAMPAIGN_NAME,,교정등록부(OPENED_O45)
2. 회원특성,2-2. [회원] 월간 중단보고,캠페인,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_CAMPAIGN_NAME,,교정등록부(OPENED_O45)
2. 회원특성,2-2. [회원] 월간 중단보고,후원사업,CRM,문자,,FACT_MEMBER_FEE.SPONSORSHIP_SK (회비) / DIM_MEMBER_ACQUISITION.ACQ_SPONSORSHIP_SK (획득),,교정등록부(OPENED_O45)
2. 회원특성,2-2. [회원] 월간 중단보고,납입방식,CRM,문자,,FACT_MEMBER_FEE.PAYMENT_SK,,교정등록부(OPENED_O45)
2. 회원특성,2-2. [회원] 월간 중단보고,연령대,CRM,숫자+문자,(215밖),DIM_MEMBER.AGE_BAND,,필드인벤토리
2. 회원특성,2-2. [회원] 월간 중단보고,최초가입일,CRM,날짜,공28,DIM_MEMBER.FIRST_JOIN_DATE,,필드인벤토리~
2. 회원특성,2-2. [회원] 월간 중단보고,최종중단일,CRM,날짜,공30,DIM_MEMBER.LAST_STOP_DATE,,필드인벤토리
2. 회원특성,2-2. [회원] 월간 중단보고,최초캠페인,CRM,문자,공29,DIM_MEMBER.FIRST_CAMPAIGN,,필드인벤토리
2. 회원특성,2-2. [회원] 월간 중단보고,최종캠페인,CRM,문자,공31,DIM_MEMBER.LAST_CAMPAIGN,,필드인벤토리
2. 회원특성,2-2. [회원] 월간 중단보고,회원번호,CRM,숫자,,DIM_MEMBER.MEMBER_DK,,교정등록부(WRONG_DIM)
2. 회원특성,2-3. [회원] 연간분석 (개발/활동) 분석 *월간기준,법인,CRM,문자,공114,DIM_ORG.CORP,,필드인벤토리
2. 회원특성,2-3. [회원] 연간분석 (개발/활동) 분석 *월간기준,신규기존구분(최초가입일 당해년도 기준),CRM,문자,공113,DIM_MEMBER.NEW_EXISTING_FLAG,기간윈도우: 당기 · FMM.NEW_EXISTING_FLAG='신규',필드인벤토리~
2. 회원특성,2-3. [회원] 연간분석 (개발/활동) 분석 *월간기준,개발구분,CRM,문자,공121,FACT_MEMBER_MONTHLY.DEV_TYPE,,필드인벤토리
2. 회원특성,2-3. [회원] 연간분석 (개발/활동) 분석 *월간기준,실적지부(본부/지부),CRM,문자,공115,DIM_ORG.DIVISION,,필드인벤토리~
2. 회원특성,2-3. [회원] 연간분석 (개발/활동) 분석 *월간기준,브랜드,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_BRAND,,교정등록부(OPENED_O45)
2. 회원특성,2-3. [회원] 연간분석 (개발/활동) 분석 *월간기준,홍보방법,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_PROMO_METHOD_NAME,,교정등록부(OPENED_O45)
2. 회원특성,2-3. [회원] 연간분석 (개발/활동) 분석 *월간기준,상위캠페인,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_PARENT_CAMPAIGN_NAME,,교정등록부(OPENED_O45)
2. 회원특성,2-3. [회원] 연간분석 (개발/활동) 분석 *월간기준,캠페인,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_CAMPAIGN_NAME,,교정등록부(OPENED_O45)
2. 회원특성,2-3. [회원] 연간분석 (개발/활동) 분석 *월간기준,후원사업,CRM,문자,,FACT_MEMBER_FEE.SPONSORSHIP_SK (회비) / DIM_MEMBER_ACQUISITION.ACQ_SPONSORSHIP_SK (획득),,교정등록부(OPENED_O45)
2. 회원특성,2-3. [회원] 연간분석 (개발/활동) 분석 *월간기준,연령대,CRM,숫자(회계),(215밖),DIM_MEMBER.AGE_BAND,,필드인벤토리
2. 회원특성,2-3. [회원] 연간분석 (개발/활동) 분석 *월간기준,납입방식,CRM,문자,,FACT_MEMBER_FEE.PAYMENT_SK,,교정등록부(OPENED_O45)
2. 회원특성,2-3. [회원] 연간분석 (개발/활동) 분석 *월간기준,개발(명),CRM,숫자(회계),공148,FACT_MEMBER_MONTHLY.DEV_MEMBERS,,필드인벤토리
2. 회원특성,2-3. [회원] 연간분석 (개발/활동) 분석 *월간기준,개발(건),CRM,숫자(회계),공4·5·149,FACT_MEMBER_MONTHLY.DEV_CNT,,필드인벤토리
2. 회원특성,2-3. [회원] 연간분석 (개발/활동) 분석 *월간기준,개발구성비(%),CRM,백분율,(ratio-of-total),SV metric — 구성비/비중(%) = 부분/전체×100,,SV파생
2. 회원특성,2-3. [회원] 연간분석 (개발/활동) 분석 *월간기준,누계개발(명),CRM,숫자(회계),(YTD),SV metric — 누계 = base 의 YTD running sum (P7·물리 미저장) · base: FACT_MEMBER_MONTHLY.DEV_MEMBERS,기간윈도우: YTD 누계,SV파생
2. 회원특성,2-3. [회원] 연간분석 (개발/활동) 분석 *월간기준,누계개발(건),CRM,숫자(회계),(YTD),SV metric — 누계 = base 의 YTD running sum (P7·물리 미저장) · base: FACT_MEMBER_MONTHLY.DEV_CNT,기간윈도우: YTD 누계,SV파생
2. 회원특성,2-3. [회원] 연간분석 (개발/활동) 분석 *월간기준,누계개발구성비(%),CRM,백분율,(ratio-of-total),SV metric — 구성비/비중(%) = 부분/전체×100,기간윈도우: YTD 누계,SV파생
2. 회원특성,2-3. [회원] 연간분석 (개발/활동) 분석 *월간기준,상위캠페인 10개,CRM,문자,(215밖),DIM_MEMBER_ACQUISITION.ACQ_PARENT_CAMPAIGN_NAME,,필드인벤토리~
2. 회원특성,2-3. [회원] 연간분석 (개발/활동) 분석 *월간기준,전년대비 증감 개발(명),CRM,숫자(회계),공59,SV metric — 증감 = 당기−전기 (P7 시계열),기간윈도우: 전년 동기,SV파생
2. 회원특성,2-3. [회원] 연간분석 (개발/활동) 분석 *월간기준,전년대비 증감 개발(건),CRM,숫자(회계),공59,SV metric — 증감 = 당기−전기 (P7 시계열),기간윈도우: 전년 동기,SV파생
2. 회원특성,2-3. [회원] 연간분석 (개발/활동) 분석 *월간기준,전년대비 증감 개발구성비(%p),CRM,백분율,(ratio-of-total),SV metric — 구성비/비중(%) = 부분/전체×100,기간윈도우: 전년 동기,SV파생
2. 회원특성,2-3. [회원] 연간분석 (개발/활동) 분석 *월간기준,활동(명),CRM,숫자(회계),공156,FACT_MEMBER_MONTHLY.ACTIVE_MEMBERS,,필드인벤토리
2. 회원특성,2-3. [회원] 연간분석 (개발/활동) 분석 *월간기준,활동(건),CRM,숫자(회계),공37·157,FACT_MEMBER_MONTHLY.ACTIVE_CNT,,필드인벤토리
2. 회원특성,2-3. [회원] 연간분석 (개발/활동) 분석 *월간기준,활동구성비(%),CRM,백분율,(ratio-of-total),SV metric — 구성비/비중(%) = 부분/전체×100,,SV파생
2. 회원특성,2-3. [회원] 연간분석 (개발/활동) 분석 *월간기준,활동율,CRM,백분율,공45,SV metric — 분자: MONTH_END_ACTIVE_CNT / 분모: YEAR_START_ACTIVE_CNT + DEV_CNT(YTD),,지표사전
2. 회원특성,2-3. [회원] 연간분석 (개발/활동) 분석 *월간기준,활동율2,CRM,백분율,(SV ratio),SV metric — 비율(%) — SV time-intelligence/ratio,,SV파생
2. 회원특성,2-3. [회원] 연간분석 (개발/활동) 분석 *월간기준,평균후원기간,CRM,숫자(회계),(SV avg),SV metric — 평균 = base AVG (SV 집계),,SV파생
2. 회원특성,2-4. [회원] 연간분석 (회비) 분석 *월간기준,납입(명),CRM,숫자(회계),,SV metric — 납입회원수(명) = COUNT(DISTINCT MEMBER_DK WHERE 납입성공),,교정등록부(WRONG_UNIT)
2. 회원특성,2-4. [회원] 연간분석 (회비) 분석 *월간기준,납입(원),CRM,숫자(회계),공69·70,FACT_MEMBER_MONTHLY.PAID_FEE,,필드인벤토리·별칭등록부
2. 회원특성,2-4. [회원] 연간분석 (회비) 분석 *월간기준,납입구성비(%),CRM,백분율,(ratio-of-total),SV metric — 구성비/비중(%) = 부분/전체×100,,SV파생
2. 회원특성,2-4. [회원] 연간분석 (회비) 분석 *월간기준,납입률 (납입/활동),CRM,문자,(SV ratio),SV metric — 비율(%) — SV time-intelligence/ratio,,SV파생
2. 회원특성,2-4. [회원] 연간분석 (회비) 분석 *월간기준,납입률2 (납입/총활동),CRM,문자,(SV ratio),SV metric — 비율(%) — SV time-intelligence/ratio,,SV파생
2. 회원특성,2-4. [회원] 연간분석 (회비) 분석 *월간기준,회원번호,CRM,문자,,DIM_MEMBER.MEMBER_DK,,교정등록부(WRONG_DIM)
2. 회원특성,2-4. [회원] 연간분석 (회비) 분석 *월간기준,법인,CRM,문자,공114,DIM_ORG.CORP,,필드인벤토리
2. 회원특성,2-4. [회원] 연간분석 (회비) 분석 *월간기준,실적지부,CRM,문자,공115,DIM_ORG.DIVISION,,필드인벤토리·별칭등록부
2. 회원특성,2-4. [회원] 연간분석 (회비) 분석 *월간기준,브랜드,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_BRAND,,교정등록부(OPENED_O45)
2. 회원특성,2-4. [회원] 연간분석 (회비) 분석 *월간기준,홍보방법,CRM,문자,,DIM_MEMBER_ACQUISITION.ACQ_PROMO_METHOD_NAME,,교정등록부(OPENED_O45)
