# 생성기: scripts/gen_bronze_exposure_audit.py | 러너: scripts/run_bronze_audit_host.py | 감사일: 2026-09-02
# 자동 생성물 — 생성기 scripts/gen_bronze_exposure_audit.py(+러너 scripts/run_bronze_audit_host.py) 재실행으로 갱신. 직접 편집 금지.

원천시스템,BRONZE_테이블,BRONZE_컬럼,데이터타입,판정,신뢰도,비고
CRM,TM_MM_FDRM_MBER_SPNSR_DSCNTC,SER_NO,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_SPNSR_DSCNTC,DSCNTC_RSN_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_SPNSR_DSCNTC,DSCNTC_PATH,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_SPNSR_DSCNTC,REGIST_DEPT_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_FDRM_MBER_SPNSR_DSCNTC,FRST_RGSTR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MM_FDRM_MBER_SPNSR_DSCNTC,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_MM_FDRM_MBER_SPNSR_DSCNTC,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MM_ONCE_MBER_INFO,ONCE_MBER_NO,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_ONCE_MBER_INFO,MBER_DIV_CD,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,TM_MM_ONCE_MBER_INFO,CPR_DIV_CD,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,TM_MM_ONCE_MBER_INFO,SEX,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,TM_MM_ONCE_MBER_INFO,TSTM_DIV_CD,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_ONCE_MBER_INFO,ETC_TSTM_DIV_CD,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_ONCE_MBER_INFO,REL_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_ONCE_MBER_INFO,ENTRPS_NM,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_ONCE_MBER_INFO,HMPG_ID,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_ONCE_MBER_INFO,PSTMTR_RECPTN_YN,TEXT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_MM_ONCE_MBER_INFO,EMAIL_RECPTN_YN,TEXT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_MM_ONCE_MBER_INFO,CHRCTR_RECPTN_YN,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MM_ONCE_MBER_INFO,FDRM_MBER_TRNSFER_FG,BOOLEAN,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MM_ONCE_MBER_INFO,SPECL_MNG_CD1,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MM_ONCE_MBER_INFO,SPECL_MNG_CD2,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MM_ONCE_MBER_INFO,TNI_CU_BL_NO,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MM_ONCE_MBER_INFO,CTI_SYNCHRN_DIV_CD,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MM_ONCE_MBER_INFO,FRST_REGIST_DT,TIMESTAMP_NTZ,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TM_MM_ONCE_MBER_INFO,REGIST_DEPT_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MM_ONCE_MBER_INFO,FRST_RGSTR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MM_ONCE_MBER_INFO,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_MM_ONCE_MBER_INFO,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_CRMN,CRMN_CD,NUMBER,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_MS_CRMN,CRMN_DIV_CD,TEXT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_MS_CRMN,CRMN_TIT,TEXT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_MS_CRMN,CRMN_PLACE_NM,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_CRMN,BRNCH_DEPT_ID,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MS_CRMN,ATCHFL_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_CRMN,SITE_URL,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_CRMN,CRMN_STRT_DE,TEXT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_MS_CRMN,CRMN_END_DE,TEXT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_MS_CRMN,CRMN_PART_STRT_DE,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_CRMN,CRMN_PART_END_DE,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_CRMN,TAT,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_CRMN,RCRIT_PSNNL_CO,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TM_MS_CRMN,RESRCE_SRVC_FG,BOOLEAN,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_CRMN,CPR_DIV_CD,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,TM_MS_CRMN,ENTRPS_CD,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_CRMN,RM,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MS_CRMN,CRMN_CTNT,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_CRMN,USE_YN,TEXT,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TM_MS_CRMN,PART_USE_YN,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_CRMN,TMPLAT_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_CRMN,TMPLAT_TIT,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_CRMN,TMPLAT_PART_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_CRMN,TMPLAT_PART_TIT,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_CRMN,FRST_RGSTR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_CRMN,FRST_REGIST_DT,TIMESTAMP_NTZ,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TM_MS_CRMN,LAST_UPDUSR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_CRMN,LAST_UPDT_DT,TIMESTAMP_NTZ,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_CRMN,SRVY,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_CRMN,RM2,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_CRMN,PROMO_CODE,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_CRMN,TMPLAT_WIN_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_CRMN,TMPLAT_WIN_TIT,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_CRMN,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_MS_CRMN,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_EMAIL_SNDNG,SNDNG_KEY,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TM_MS_EMAIL_SNDNG,SNDNG_CD_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_EMAIL_SNDNG,SNDNG_DTL_CD_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_EMAIL_SNDNG,SNDNG_STDR_DE,TIMESTAMP_NTZ,SILVER까지만,높음,GOLD 미승격
CRM,TM_MS_EMAIL_SNDNG,SNDNG_TY_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MS_EMAIL_SNDNG,TIT,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MS_EMAIL_SNDNG,EMAIL_RM,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_EMAIL_SNDNG,PRCS_DE,TIMESTAMP_NTZ,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_EMAIL_SNDNG,PCPSN_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_EMAIL_SNDNG,PRCS_YN,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_EMAIL_SNDNG,FRST_RGSTR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_EMAIL_SNDNG,FRST_REGIST_DT,TIMESTAMP_NTZ,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TM_MS_EMAIL_SNDNG,LAST_UPDUSR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_EMAIL_SNDNG,LAST_UPDT_DT,TIMESTAMP_NTZ,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_EMAIL_SNDNG,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_MS_EMAIL_SNDNG,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_EMAIL_TMPLAT_MNG,TMPLAT_KEY,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_EMAIL_TMPLAT_MNG,CPR_DIV_CD,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,TM_MS_EMAIL_TMPLAT_MNG,SNDNG_CD_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_EMAIL_TMPLAT_MNG,SNDNG_DTL_CD_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_EMAIL_TMPLAT_MNG,ATMC_YN,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_EMAIL_TMPLAT_MNG,TIT,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MS_EMAIL_TMPLAT_MNG,EMAIL_CTNT,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_EMAIL_TMPLAT_MNG,WRITNG_DEPT_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_EMAIL_TMPLAT_MNG,WRITNG_DEPT_NM,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_EMAIL_TMPLAT_MNG,CHRG_DEPT_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_EMAIL_TMPLAT_MNG,FRST_RGSTR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_EMAIL_TMPLAT_MNG,FRST_REGIST_DT,TIMESTAMP_NTZ,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TM_MS_EMAIL_TMPLAT_MNG,LAST_UPDUSR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_EMAIL_TMPLAT_MNG,LAST_UPDT_DT,TIMESTAMP_NTZ,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_EMAIL_TMPLAT_MNG,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_MS_EMAIL_TMPLAT_MNG,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_EVENT,EVENT_CD,NUMBER,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_MS_EVENT,EVENT_DIV_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MS_EVENT,EVENT_NM,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MS_EVENT,STRT_DATE,TEXT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_MS_EVENT,END_DATE,TEXT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_MS_EVENT,PRZWIN_PSNNL_CO,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_EVENT,PRZWIN_GFT_SNDNG_DE,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_EVENT,FRST_RGSTR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_EVENT,FRST_REGIST_DT,TIMESTAMP_NTZ,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TM_MS_EVENT,LAST_UPDUSR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_EVENT,LAST_UPDT_DT,TIMESTAMP_NTZ,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_EVENT,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_MS_EVENT,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_MSG_AT_SNDNG,SNDNG_KEY,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TM_MS_MSG_AT_SNDNG,SNDNG_CD_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_MSG_AT_SNDNG,SNDNG_DTL_CD_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_MSG_AT_SNDNG,SNDNG_STDR_DE,TIMESTAMP_NTZ,SILVER까지만,높음,GOLD 미승격
CRM,TM_MS_MSG_AT_SNDNG,SNDNG_TY_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MS_MSG_AT_SNDNG,SNDNG_TIME_DIV_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MS_MSG_AT_SNDNG,MSG_DIV_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MS_MSG_AT_SNDNG,TIT,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MS_MSG_AT_SNDNG,MSG_AT_RM,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_MSG_AT_SNDNG,PRCS_DE,TIMESTAMP_NTZ,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_MSG_AT_SNDNG,PCPSN_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_MSG_AT_SNDNG,ATCHFL_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_MSG_AT_SNDNG,TMPLAT_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_MSG_AT_SNDNG,ALTRTV_MSG_SNDNG_YN,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_MSG_AT_SNDNG,ALTRTV_MSG_ATCHFL_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_MSG_AT_SNDNG,FRST_RGSTR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_MSG_AT_SNDNG,FRST_REGIST_DT,TIMESTAMP_NTZ,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TM_MS_MSG_AT_SNDNG,LAST_UPDUSR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_MSG_AT_SNDNG,LAST_UPDT_DT,TIMESTAMP_NTZ,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_MSG_AT_SNDNG,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_MS_MSG_AT_SNDNG,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_PSTMTR_SNDNG,SNDNG_KEY,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TM_MS_PSTMTR_SNDNG,SNDNG_CD_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_PSTMTR_SNDNG,SNDNG_DTL_CD_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_PSTMTR_SNDNG,SNDNG_STDR_DE,DATE,SILVER까지만,높음,GOLD 미승격
CRM,TM_MS_PSTMTR_SNDNG,SNDNG_TY_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_MS_PSTMTR_SNDNG,PRCS_DE,DATE,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_PSTMTR_SNDNG,PCPSN_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_PSTMTR_SNDNG,PRCS_STAT_CD,TEXT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_MS_PSTMTR_SNDNG,LQY_YN,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_PSTMTR_SNDNG,RE_SNDNG_YN,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_PSTMTR_SNDNG,FRST_RGSTR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_PSTMTR_SNDNG,FRST_REGIST_DT,TIMESTAMP_NTZ,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TM_MS_PSTMTR_SNDNG,LAST_UPDUSR_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_PSTMTR_SNDNG,LAST_UPDT_DT,TIMESTAMP_NTZ,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_MS_PSTMTR_SNDNG,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_MS_PSTMTR_SNDNG,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_DNTN_DTLS,DNTN_KEY,NUMBER,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_PM_DNTN_DTLS,ONCE_MBER_NO,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_PM_DNTN_DTLS,CPR_DIV_CD,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,TM_PM_DNTN_DTLS,SETLE_CD,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,TM_PM_DNTN_DTLS,ONCE_CMPGN_CD,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_DNTN_DTLS,ELCTR_SETLE_KEY,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_DNTN_DTLS,SETLE_ENTRPS_CD,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_DNTN_DTLS,SETLE_CMPNY_ACNT_NO,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_DNTN_DTLS,MBRFEE_BNKB_KEY,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_DNTN_DTLS,ACNUT_SER_NO,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_DNTN_DTLS,FNLT_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_PM_DNTN_DTLS,PAYER_NM,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_DNTN_DTLS,PAY_AMT,NUMBER,SILVER까지만,높음,GOLD 미승격
CRM,TM_PM_DNTN_DTLS,PAY_DE,DATE,SILVER까지만,높음,GOLD 미승격
CRM,TM_PM_DNTN_DTLS,PAY_STAT_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_PM_DNTN_DTLS,PRCS_STAT_CD,TEXT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_PM_DNTN_DTLS,USE_YN,TEXT,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TM_PM_DNTN_DTLS,TRNSFER_MBRFEE_KEY,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_DNTN_DTLS,TRNSFER_RSN_CD,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_DNTN_DTLS,RETUN_DNTN_KEY,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_DNTN_DTLS,RETUN_RSN_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_PM_DNTN_DTLS,RETUN_KEY,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_DNTN_DTLS,RM,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_PM_DNTN_DTLS,ACMSLT_DEPT_CD,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_PM_DNTN_DTLS,REGIST_DE,DATE,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_DNTN_DTLS,RGSTR_ID,TEXT,제외(PII·본문·메타),—,패턴 매칭 제외(감사 범위 외)
CRM,TM_PM_DNTN_DTLS,RGSTR_NM,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_DNTN_DTLS,SPNSR_BSNS_ID,TEXT,노출됨(GOLD),높음,개명 적재 → GOLD `SPONSORSHIP_SK` (FACT_MEMBER_FEE.sql)
CRM,TM_PM_DNTN_DTLS,_LOAD_DT,TIMESTAMP_NTZ,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_PM_DNTN_DTLS,_BATCH_ID,TEXT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
CRM,TM_PM_MBRFEE_ACMSLT,MBRFEE_KEY,NUMBER,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
CRM,TM_PM_MBRFEE_ACMSLT,MBER_DIV_CD,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
CRM,TM_PM_MBRFEE_ACMSLT,MBER_NO,TEXT,SILVER까지만,높음,GOLD 미승격
CRM,TM_PM_MBRFEE_ACMSLT,CPR_DIV_CD,TEXT,노출됨(GOLD),높음,동명 GOLD 컬럼 + 실적재 projection 확인
